ID,CorrectNote,SelectedNote,PlayAgainCount,time,grouping,Notes,NotesIndex
67d59549-7de0-11ee-ac8b-085bd60c6d9e,68,8,0,2023-11-07 21:42:09,Random2,"['F#', 'G#']","[6, 8]"
69e61cf1-7de0-11ee-b156-085bd60c6d9e,56,8,0,2023-11-07 21:42:11,Random2,"['F#', 'G#']","[6, 8]"
6ad2ce76-7de0-11ee-bd86-085bd60c6d9e,78,8,0,2023-11-07 21:42:12,Random2,"['F#', 'G#']","[6, 8]"
6ad2ce76-7de0-11ee-bd86-085bd60c6d9e,78,6,0,2023-11-07 21:42:13,Random2,"['F#', 'G#']","[6, 8]"
6c43754a-7de0-11ee-9909-085bd60c6d9e,56,8,0,2023-11-07 21:42:15,Random2,"['F#', 'G#']","[6, 8]"
6d501ee0-7de0-11ee-9c16-085bd60c6d9e,32,6,0,2023-11-07 21:42:16,Random2,"['F#', 'G#']","[6, 8]"
0000babd-7eab-11ee-b722-085bd60c6d9e,54,2,0,2023-11-08 21:52:26,Random2,"['D', 'F#']","[2, 6]"
0000babd-7eab-11ee-b722-085bd60c6d9e,54,6,0,2023-11-08 21:52:27,Random2,"['D', 'F#']","[2, 6]"
04934809-7eab-11ee-9e9f-085bd60c6d9e,62,6,0,2023-11-08 21:52:29,Random2,"['D', 'F#']","[2, 6]"
04934809-7eab-11ee-9e9f-085bd60c6d9e,62,2,0,2023-11-08 21:52:30,Random2,"['D', 'F#']","[2, 6]"
06164cc4-7eab-11ee-9c2d-085bd60c6d9e,54,6,0,2023-11-08 21:52:31,Random2,"['D', 'F#']","[2, 6]"
06f0cc34-7eab-11ee-8bae-085bd60c6d9e,54,6,0,2023-11-08 21:52:32,Random2,"['D', 'F#']","[2, 6]"
076e673a-7eab-11ee-86d4-085bd60c6d9e,30,6,0,2023-11-08 21:52:34,Random2,"['D', 'F#']","[2, 6]"
087d740c-7eab-11ee-bff7-085bd60c6d9e,42,6,0,2023-11-08 21:52:35,Random2,"['D', 'F#']","[2, 6]"
091c3082-7eab-11ee-974f-085bd60c6d9e,26,2,0,2023-11-08 21:52:36,Random2,"['D', 'F#']","[2, 6]"
09d20f94-7eab-11ee-905c-085bd60c6d9e,74,2,0,2023-11-08 21:52:37,Random2,"['D', 'F#']","[2, 6]"
0a9f22ab-7eab-11ee-9c49-085bd60c6d9e,78,2,0,2023-11-08 21:52:38,Random2,"['D', 'F#']","[2, 6]"
0a9f22ab-7eab-11ee-9c49-085bd60c6d9e,78,6,0,2023-11-08 21:52:39,Random2,"['D', 'F#']","[2, 6]"
0bd3f096-7eab-11ee-912e-085bd60c6d9e,30,2,0,2023-11-08 21:52:41,Random2,"['D', 'F#']","[2, 6]"
0bd3f096-7eab-11ee-912e-085bd60c6d9e,30,6,0,2023-11-08 21:52:42,Random2,"['D', 'F#']","[2, 6]"
0d57001b-7eab-11ee-8c04-085bd60c6d9e,74,6,0,2023-11-08 21:52:43,Random2,"['D', 'F#']","[2, 6]"
0d57001b-7eab-11ee-8c04-085bd60c6d9e,74,2,0,2023-11-08 21:52:44,Random2,"['D', 'F#']","[2, 6]"
0e946d0d-7eab-11ee-86f6-085bd60c6d9e,78,6,0,2023-11-08 21:52:45,Random2,"['D', 'F#']","[2, 6]"
0f47e0ac-7eab-11ee-9f24-085bd60c6d9e,26,2,1,2023-11-08 21:52:49,Random2,"['D', 'F#']","[2, 6]"
11746995-7eab-11ee-a2d2-085bd60c6d9e,26,2,0,2023-11-08 21:52:49,Random2,"['D', 'F#']","[2, 6]"
11e5d9f8-7eab-11ee-b88f-085bd60c6d9e,50,6,0,2023-11-08 21:52:51,Random2,"['D', 'F#']","[2, 6]"
11e5d9f8-7eab-11ee-b88f-085bd60c6d9e,50,2,0,2023-11-08 21:52:52,Random2,"['D', 'F#']","[2, 6]"
136b489f-7eab-11ee-9710-085bd60c6d9e,50,2,0,2023-11-08 21:52:53,Random2,"['D', 'F#']","[2, 6]"
13dce0bc-7eab-11ee-a843-085bd60c6d9e,50,2,0,2023-11-08 21:52:54,Random2,"['D', 'F#']","[2, 6]"
14583bb8-7eab-11ee-9747-085bd60c6d9e,26,2,0,2023-11-08 21:52:57,Random2,"['D', 'F#']","[2, 6]"
163575e6-7eab-11ee-8584-085bd60c6d9e,50,2,0,2023-11-08 21:52:58,Random2,"['D', 'F#']","[2, 6]"
16b1f313-7eab-11ee-b5fc-085bd60c6d9e,62,2,0,2023-11-08 21:53:00,Random2,"['D', 'F#']","[2, 6]"
1828bf9f-7eab-11ee-8694-085bd60c6d9e,30,2,0,2023-11-08 21:53:01,Random2,"['D', 'F#']","[2, 6]"
1828bf9f-7eab-11ee-8694-085bd60c6d9e,30,6,0,2023-11-08 21:53:02,Random2,"['D', 'F#']","[2, 6]"
197c0da2-7eab-11ee-a07f-085bd60c6d9e,62,2,0,2023-11-08 21:53:04,Random2,"['D', 'F#']","[2, 6]"
1a815367-7eab-11ee-b6db-085bd60c6d9e,74,2,4,2023-11-08 21:53:20,Random2,"['D', 'F#']","[2, 6]"
241f86b7-7eab-11ee-8c55-085bd60c6d9e,50,2,0,2023-11-08 21:53:22,Random2,"['D', 'F#']","[2, 6]"
25901196-7eab-11ee-a486-085bd60c6d9e,54,6,0,2023-11-08 21:53:24,Random2,"['D', 'F#']","[2, 6]"
2652457e-7eab-11ee-9a95-085bd60c6d9e,62,2,0,2023-11-08 21:53:25,Random2,"['D', 'F#']","[2, 6]"
26f5dd02-7eab-11ee-89de-085bd60c6d9e,38,2,0,2023-11-08 21:53:26,Random2,"['D', 'F#']","[2, 6]"
27cddb56-7eab-11ee-bc89-085bd60c6d9e,30,6,0,2023-11-08 21:53:28,Random2,"['D', 'F#']","[2, 6]"
28e6baa3-7eab-11ee-8100-085bd60c6d9e,50,2,0,2023-11-08 21:53:29,Random2,"['D', 'F#']","[2, 6]"
296e0fba-7eab-11ee-ad8e-085bd60c6d9e,54,6,0,2023-11-08 21:53:30,Random2,"['D', 'F#']","[2, 6]"
2a3c72a7-7eab-11ee-9e06-085bd60c6d9e,66,6,0,2023-11-08 21:53:35,Random2,"['D', 'F#']","[2, 6]"
2d08fa44-7eab-11ee-94e2-085bd60c6d9e,50,2,0,2023-11-08 21:53:36,Random2,"['D', 'F#']","[2, 6]"
2db15a6e-7eab-11ee-9f7b-085bd60c6d9e,54,6,0,2023-11-08 21:53:37,Random2,"['D', 'F#']","[2, 6]"
2e4b3302-7eab-11ee-81f5-085bd60c6d9e,66,6,0,2023-11-08 21:53:38,Random2,"['D', 'F#']","[2, 6]"
2f0c125c-7eab-11ee-8fc9-085bd60c6d9e,54,6,0,2023-11-08 21:53:42,Random2,"['D', 'F#']","[2, 6]"
30f81130-7eab-11ee-ad96-085bd60c6d9e,54,6,0,2023-11-08 21:53:43,Random2,"['D', 'F#']","[2, 6]"
31aa40d6-7eab-11ee-95a6-085bd60c6d9e,66,6,0,2023-11-08 21:53:45,Random2,"['D', 'F#']","[2, 6]"
32d42725-7eab-11ee-9f62-085bd60c6d9e,38,2,0,2023-11-08 21:53:46,Random2,"['D', 'F#']","[2, 6]"
3377befd-7eab-11ee-a4e2-085bd60c6d9e,66,6,3,2023-11-08 21:53:58,Random2,"['D', 'F#']","[2, 6]"
3aecdc54-7eab-11ee-9e08-085bd60c6d9e,38,2,0,2023-11-08 21:53:59,Random2,"['D', 'F#']","[2, 6]"
3b856805-7eab-11ee-8c43-085bd60c6d9e,54,6,0,2023-11-08 21:54:00,Random2,"['D', 'F#']","[2, 6]"
3c1e1252-7eab-11ee-88d4-085bd60c6d9e,50,2,0,2023-11-08 21:54:02,Random2,"['D', 'F#']","[2, 6]"
3cf140fb-7eab-11ee-a149-085bd60c6d9e,42,6,0,2023-11-08 21:54:04,Random2,"['D', 'F#']","[2, 6]"
3e0edeca-7eab-11ee-b4e6-085bd60c6d9e,66,6,0,2023-11-08 21:54:05,Random2,"['D', 'F#']","[2, 6]"
3ed0f44a-7eab-11ee-aa70-085bd60c6d9e,38,2,0,2023-11-08 21:54:07,Random2,"['D', 'F#']","[2, 6]"
4021e35c-7eab-11ee-9746-085bd60c6d9e,38,2,1,2023-11-08 21:54:11,Random2,"['D', 'F#']","[2, 6]"
423b010f-7eab-11ee-aeef-085bd60c6d9e,74,2,0,2023-11-08 21:54:12,Random2,"['D', 'F#']","[2, 6]"
43045eaf-7eab-11ee-be3f-085bd60c6d9e,74,2,0,2023-11-08 21:54:14,Random2,"['D', 'F#']","[2, 6]"
444a5a42-7eab-11ee-a7e3-085bd60c6d9e,30,6,0,2023-11-08 21:54:17,Random2,"['D', 'F#']","[2, 6]"
45d23e1a-7eab-11ee-b15d-085bd60c6d9e,66,6,4,2023-11-08 21:54:28,Random2,"['D', 'F#']","[2, 6]"
4cb4ec16-7eab-11ee-b0ee-085bd60c6d9e,78,6,5,2023-11-08 21:54:38,Random2,"['D', 'F#']","[2, 6]"
528c4fe7-7eab-11ee-8d5c-085bd60c6d9e,54,6,0,2023-11-08 21:54:41,Random2,"['D', 'F#']","[2, 6]"
54a42c5e-7eab-11ee-977e-085bd60c6d9e,42,6,0,2023-11-08 21:54:43,Random2,"['D', 'F#']","[2, 6]"
55db6b83-7eab-11ee-96f2-085bd60c6d9e,66,6,0,2023-11-08 21:54:45,Random2,"['D', 'F#']","[2, 6]"
569ecdfd-7eab-11ee-b9d0-085bd60c6d9e,42,6,0,2023-11-08 21:54:46,Random2,"['D', 'F#']","[2, 6]"
573fd60f-7eab-11ee-81ec-085bd60c6d9e,50,2,0,2023-11-08 21:54:47,Random2,"['D', 'F#']","[2, 6]"
57e4e8fa-7eab-11ee-8387-085bd60c6d9e,66,6,0,2023-11-08 21:54:48,Random2,"['D', 'F#']","[2, 6]"
587117c7-7eab-11ee-bf36-085bd60c6d9e,66,6,0,2023-11-08 21:54:49,Random2,"['D', 'F#']","[2, 6]"
5904cd27-7eab-11ee-a144-085bd60c6d9e,62,2,0,2023-11-08 21:54:50,Random2,"['D', 'F#']","[2, 6]"
59eb8971-7eab-11ee-b987-085bd60c6d9e,74,2,1,2023-11-08 21:55:03,Random2,"['D', 'F#']","[2, 6]"
63f9e536-7eab-11ee-94d2-085bd60c6d9e,29,5,0,2023-11-08 21:55:11,Random2,"['A', 'F']","[9, 5]"
663833a4-7eab-11ee-925e-085bd60c6d9e,81,9,1,2023-11-08 21:55:17,Random2,"['A', 'F']","[9, 5]"
69d2c733-7eab-11ee-b499-085bd60c6d9e,53,9,0,2023-11-08 21:55:19,Random2,"['A', 'F']","[9, 5]"
69d2c733-7eab-11ee-b499-085bd60c6d9e,53,5,0,2023-11-08 21:55:21,Random2,"['A', 'F']","[9, 5]"
6bfe23d7-7eab-11ee-9a43-085bd60c6d9e,57,9,0,2023-11-08 21:55:22,Random2,"['A', 'F']","[9, 5]"
6d1963ea-7eab-11ee-b66e-085bd60c6d9e,53,5,0,2023-11-08 21:55:24,Random2,"['A', 'F']","[9, 5]"
6e09d667-7eab-11ee-b5a2-085bd60c6d9e,69,5,0,2023-11-08 21:55:26,Random2,"['A', 'F']","[9, 5]"
6e09d667-7eab-11ee-b5a2-085bd60c6d9e,69,9,0,2023-11-08 21:55:26,Random2,"['A', 'F']","[9, 5]"
6f647cdd-7eab-11ee-831b-085bd60c6d9e,33,5,1,2023-11-08 21:55:31,Random2,"['A', 'F']","[9, 5]"
6f647cdd-7eab-11ee-831b-085bd60c6d9e,33,9,1,2023-11-08 21:55:32,Random2,"['A', 'F']","[9, 5]"
7277c04d-7eab-11ee-867e-085bd60c6d9e,45,9,0,2023-11-08 21:55:34,Random2,"['A', 'F']","[9, 5]"
73b671d4-7eab-11ee-9f38-085bd60c6d9e,81,9,0,2023-11-08 21:55:36,Random2,"['A', 'F']","[9, 5]"
75285b6b-7eab-11ee-b59e-085bd60c6d9e,69,9,0,2023-11-08 21:55:37,Random2,"['A', 'F']","[9, 5]"
75a9be04-7eab-11ee-9580-085bd60c6d9e,65,9,1,2023-11-08 21:55:41,Random2,"['A', 'F']","[9, 5]"
75a9be04-7eab-11ee-9580-085bd60c6d9e,65,5,1,2023-11-08 21:55:42,Random2,"['A', 'F']","[9, 5]"
78c0bcee-7eab-11ee-9f99-085bd60c6d9e,33,9,0,2023-11-08 21:55:43,Random2,"['A', 'F']","[9, 5]"
7972e643-7eab-11ee-8ff5-085bd60c6d9e,81,9,0,2023-11-08 21:55:45,Random2,"['A', 'F']","[9, 5]"
7ab0607e-7eab-11ee-9163-085bd60c6d9e,81,9,0,2023-11-08 21:55:46,Random2,"['A', 'F']","[9, 5]"
7b1e1dd7-7eab-11ee-9048-085bd60c6d9e,57,5,0,2023-11-08 21:55:47,Random2,"['A', 'F']","[9, 5]"
7b1e1dd7-7eab-11ee-9048-085bd60c6d9e,57,9,0,2023-11-08 21:55:48,Random2,"['A', 'F']","[9, 5]"
7c223f2b-7eab-11ee-9d0d-085bd60c6d9e,45,5,0,2023-11-08 21:55:49,Random2,"['A', 'F']","[9, 5]"
7c223f2b-7eab-11ee-9d0d-085bd60c6d9e,45,9,0,2023-11-08 21:55:50,Random2,"['A', 'F']","[9, 5]"
7d521fef-7eab-11ee-b012-085bd60c6d9e,33,9,0,2023-11-08 21:55:51,Random2,"['A', 'F']","[9, 5]"
7deab7fd-7eab-11ee-89e8-085bd60c6d9e,53,5,0,2023-11-08 21:55:52,Random2,"['A', 'F']","[9, 5]"
7ebb767c-7eab-11ee-8879-085bd60c6d9e,45,9,0,2023-11-08 21:55:53,Random2,"['A', 'F']","[9, 5]"
7f3bbf9f-7eab-11ee-a1d9-085bd60c6d9e,29,5,0,2023-11-08 21:55:54,Random2,"['A', 'F']","[9, 5]"
7fdbac9e-7eab-11ee-9422-085bd60c6d9e,69,9,0,2023-11-08 21:55:55,Random2,"['A', 'F']","[9, 5]"
807f2ff3-7eab-11ee-ba7d-085bd60c6d9e,33,9,0,2023-11-08 21:55:56,Random2,"['A', 'F']","[9, 5]"
813b23ac-7eab-11ee-8914-085bd60c6d9e,57,5,0,2023-11-08 21:55:58,Random2,"['A', 'F']","[9, 5]"
813b23ac-7eab-11ee-8914-085bd60c6d9e,57,9,0,2023-11-08 21:55:58,Random2,"['A', 'F']","[9, 5]"
827d7150-7eab-11ee-97ea-085bd60c6d9e,65,5,0,2023-11-08 21:56:00,Random2,"['A', 'F']","[9, 5]"
832c0093-7eab-11ee-95ec-085bd60c6d9e,81,9,0,2023-11-08 21:56:01,Random2,"['A', 'F']","[9, 5]"
83f7cab8-7eab-11ee-b31b-085bd60c6d9e,77,5,2,2023-11-08 21:56:15,Random2,"['A', 'F']","[9, 5]"
8c8849f6-7eab-11ee-adef-085bd60c6d9e,57,5,1,2023-11-08 21:56:18,Random2,"['A', 'F']","[9, 5]"
8c8849f6-7eab-11ee-adef-085bd60c6d9e,57,9,1,2023-11-08 21:56:19,Random2,"['A', 'F']","[9, 5]"
8ec3854f-7eab-11ee-b91a-085bd60c6d9e,81,9,0,2023-11-08 21:56:21,Random2,"['A', 'F']","[9, 5]"
8fbc84ed-7eab-11ee-a567-085bd60c6d9e,33,5,0,2023-11-08 21:56:22,Random2,"['A', 'F']","[9, 5]"
8fbc84ed-7eab-11ee-a567-085bd60c6d9e,33,9,0,2023-11-08 21:56:22,Random2,"['A', 'F']","[9, 5]"
90c30bae-7eab-11ee-bf60-085bd60c6d9e,57,9,0,2023-11-08 21:56:24,Random2,"['A', 'F']","[9, 5]"
93a1bef1-7eab-11ee-bc54-085bd60c6d9e,41,5,0,2023-11-08 21:56:31,Random2,"['C#', 'F']","[1, 5]"
95a7b6a7-7eab-11ee-b065-085bd60c6d9e,41,5,0,2023-11-08 21:56:32,Random2,"['C#', 'F']","[1, 5]"
967a93e3-7eab-11ee-a2aa-085bd60c6d9e,37,1,0,2023-11-08 21:56:33,Random2,"['C#', 'F']","[1, 5]"
9753eece-7eab-11ee-baf2-085bd60c6d9e,37,1,0,2023-11-08 21:56:34,Random2,"['C#', 'F']","[1, 5]"
97e7b3bf-7eab-11ee-b70f-085bd60c6d9e,61,1,0,2023-11-08 21:56:36,Random2,"['C#', 'F']","[1, 5]"
98ac314d-7eab-11ee-8bf3-085bd60c6d9e,73,5,0,2023-11-08 21:56:37,Random2,"['C#', 'F']","[1, 5]"
98ac314d-7eab-11ee-8bf3-085bd60c6d9e,73,1,0,2023-11-08 21:56:38,Random2,"['C#', 'F']","[1, 5]"
9a33e2bb-7eab-11ee-aba4-085bd60c6d9e,25,1,1,2023-11-08 21:56:47,Random2,"['C#', 'F']","[1, 5]"
9f30e4d6-7eab-11ee-bd15-085bd60c6d9e,25,1,1,2023-11-08 21:56:49,Random2,"['C#', 'F']","[1, 5]"
a0c4efe2-7eab-11ee-bd01-085bd60c6d9e,73,1,0,2023-11-08 21:56:52,Random2,"['C#', 'F']","[1, 5]"
a289e57e-7eab-11ee-9d11-085bd60c6d9e,41,5,0,2023-11-08 21:56:58,Random2,"['C#', 'F']","[1, 5]"
a630c89f-7eab-11ee-bb2a-085bd60c6d9e,77,1,2,2023-11-08 21:57:04,Random2,"['C#', 'F']","[1, 5]"
a630c89f-7eab-11ee-bb2a-085bd60c6d9e,77,5,2,2023-11-08 21:57:05,Random2,"['C#', 'F']","[1, 5]"
aa00467a-7eab-11ee-8b59-085bd60c6d9e,37,5,0,2023-11-08 21:57:07,Random2,"['C#', 'F']","[1, 5]"
aa00467a-7eab-11ee-8b59-085bd60c6d9e,37,1,0,2023-11-08 21:57:08,Random2,"['C#', 'F']","[1, 5]"
ac11deed-7eab-11ee-8dc4-085bd60c6d9e,61,1,2,2023-11-08 21:57:13,Random2,"['C#', 'F']","[1, 5]"
aef35926-7eab-11ee-b7cc-085bd60c6d9e,73,1,0,2023-11-08 21:57:14,Random2,"['C#', 'F']","[1, 5]"
af8f95ff-7eab-11ee-a81e-085bd60c6d9e,41,5,0,2023-11-08 21:57:16,Random2,"['C#', 'F']","[1, 5]"
b0ddface-7eab-11ee-b307-085bd60c6d9e,65,5,0,2023-11-08 21:57:18,Random2,"['C#', 'F']","[1, 5]"
b422ea26-7eab-11ee-80a3-085bd60c6d9e,43,7,0,2023-11-08 21:57:24,Random2,"['C', 'G']","[0, 7]"
b56acd77-7eab-11ee-b988-085bd60c6d9e,43,7,0,2023-11-08 21:57:25,Random2,"['C', 'G']","[0, 7]"
b5d5f733-7eab-11ee-a24c-085bd60c6d9e,67,7,0,2023-11-08 21:57:26,Random2,"['C', 'G']","[0, 7]"
b6e764dc-7eab-11ee-9bf4-085bd60c6d9e,60,0,0,2023-11-08 21:57:27,Random2,"['C', 'G']","[0, 7]"
b7861f9a-7eab-11ee-8f47-085bd60c6d9e,36,7,0,2023-11-08 21:57:32,Random2,"['C', 'G']","[0, 7]"
b7861f9a-7eab-11ee-8f47-085bd60c6d9e,36,0,0,2023-11-08 21:57:33,Random2,"['C', 'G']","[0, 7]"
baed9a92-7eab-11ee-b695-085bd60c6d9e,36,0,2,2023-11-08 21:57:37,Random2,"['C', 'G']","[0, 7]"
bd1443f2-7eab-11ee-83d8-085bd60c6d9e,31,7,0,2023-11-08 21:57:38,Random2,"['C', 'G']","[0, 7]"
be196263-7eab-11ee-a4c6-085bd60c6d9e,60,7,0,2023-11-08 21:57:40,Random2,"['C', 'G']","[0, 7]"
be196263-7eab-11ee-a4c6-085bd60c6d9e,60,0,0,2023-11-08 21:57:41,Random2,"['C', 'G']","[0, 7]"
bf6f478c-7eab-11ee-bbb4-085bd60c6d9e,31,0,1,2023-11-08 21:57:43,Random2,"['C', 'G']","[0, 7]"
bf6f478c-7eab-11ee-bbb4-085bd60c6d9e,31,7,1,2023-11-08 21:57:44,Random2,"['C', 'G']","[0, 7]"
c1688f83-7eab-11ee-952e-085bd60c6d9e,67,7,0,2023-11-08 21:57:49,Random2,"['C', 'G']","[0, 7]"
c42dedff-7eab-11ee-a2e0-085bd60c6d9e,31,0,0,2023-11-08 21:57:50,Random2,"['C', 'G']","[0, 7]"
c42dedff-7eab-11ee-a2e0-085bd60c6d9e,31,7,0,2023-11-08 21:57:51,Random2,"['C', 'G']","[0, 7]"
c59c1321-7eab-11ee-91a0-085bd60c6d9e,43,7,0,2023-11-08 21:57:52,Random2,"['C', 'G']","[0, 7]"
c67f0859-7eab-11ee-a3a6-085bd60c6d9e,55,7,0,2023-11-08 21:57:54,Random2,"['C', 'G']","[0, 7]"
c7375b01-7eab-11ee-b5e7-085bd60c6d9e,60,7,0,2023-11-08 21:57:55,Random2,"['C', 'G']","[0, 7]"
c7375b01-7eab-11ee-b5e7-085bd60c6d9e,60,0,0,2023-11-08 21:57:56,Random2,"['C', 'G']","[0, 7]"
c8788b8e-7eab-11ee-b005-085bd60c6d9e,43,7,0,2023-11-08 21:57:57,Random2,"['C', 'G']","[0, 7]"
c91c11f1-7eab-11ee-9fb7-085bd60c6d9e,43,7,0,2023-11-08 21:57:58,Random2,"['C', 'G']","[0, 7]"
c99c32ca-7eab-11ee-97c2-085bd60c6d9e,36,0,0,2023-11-08 21:57:59,Random2,"['C', 'G']","[0, 7]"
ca634af9-7eab-11ee-ba43-085bd60c6d9e,60,0,0,2023-11-08 21:58:00,Random2,"['C', 'G']","[0, 7]"
cb28fe59-7eab-11ee-965b-085bd60c6d9e,72,0,0,2023-11-08 21:58:01,Random2,"['C', 'G']","[0, 7]"
cbc3e7c6-7eab-11ee-9776-085bd60c6d9e,36,7,3,2023-11-08 21:58:07,Random2,"['C', 'G']","[0, 7]"
cbc3e7c6-7eab-11ee-9776-085bd60c6d9e,36,0,3,2023-11-08 21:58:08,Random2,"['C', 'G']","[0, 7]"
cff04441-7eab-11ee-a7fe-085bd60c6d9e,67,0,1,2023-11-08 21:58:09,Random2,"['C', 'G']","[0, 7]"
cff04441-7eab-11ee-a7fe-085bd60c6d9e,67,7,1,2023-11-08 21:58:10,Random2,"['C', 'G']","[0, 7]"
d119f75a-7eab-11ee-88d5-085bd60c6d9e,24,0,3,2023-11-08 21:58:21,Random2,"['C', 'G']","[0, 7]"
d7a76ef0-7eab-11ee-86a6-085bd60c6d9e,43,7,0,2023-11-08 21:58:25,Random2,"['C', 'G']","[0, 7]"
d9a0afad-7eab-11ee-9a3f-085bd60c6d9e,24,0,0,2023-11-08 21:58:26,Random2,"['C', 'G']","[0, 7]"
da41e6ca-7eab-11ee-af23-085bd60c6d9e,43,7,0,2023-11-08 21:58:27,Random2,"['C', 'G']","[0, 7]"
dae7dbd8-7eab-11ee-b08e-085bd60c6d9e,55,7,0,2023-11-08 21:58:29,Random2,"['C', 'G']","[0, 7]"
dc5ead12-7eab-11ee-901a-085bd60c6d9e,79,7,0,2023-11-08 21:58:31,Random2,"['C', 'G']","[0, 7]"
dd3f4d2c-7eab-11ee-a355-085bd60c6d9e,24,0,0,2023-11-08 21:58:33,Random2,"['C', 'G']","[0, 7]"
de66b779-7eab-11ee-a48d-085bd60c6d9e,79,7,0,2023-11-08 21:58:34,Random2,"['C', 'G']","[0, 7]"
df759282-7eab-11ee-92d7-085bd60c6d9e,55,7,0,2023-11-08 21:58:36,Random2,"['C', 'G']","[0, 7]"
e062689a-7eab-11ee-af29-085bd60c6d9e,67,7,0,2023-11-08 21:58:37,Random2,"['C', 'G']","[0, 7]"
e10e8d34-7eab-11ee-b97f-085bd60c6d9e,36,0,0,2023-11-08 21:58:39,Random2,"['C', 'G']","[0, 7]"
e244a2aa-7eab-11ee-b537-085bd60c6d9e,79,7,0,2023-11-08 21:58:40,Random2,"['C', 'G']","[0, 7]"
e2d71fb5-7eab-11ee-9411-085bd60c6d9e,43,7,1,2023-11-08 21:58:43,Random2,"['C', 'G']","[0, 7]"
e4c6d4de-7eab-11ee-a09c-085bd60c6d9e,31,0,0,2023-11-08 21:58:44,Random2,"['C', 'G']","[0, 7]"
e4c6d4de-7eab-11ee-a09c-085bd60c6d9e,31,7,0,2023-11-08 21:58:45,Random2,"['C', 'G']","[0, 7]"
e7d2a111-7eab-11ee-a77d-085bd60c6d9e,61,1,0,2023-11-08 21:58:51,Random2,"['A', 'C#']","[9, 1]"
e9351e19-7eab-11ee-8c53-085bd60c6d9e,25,9,0,2023-11-08 21:58:52,Random2,"['A', 'C#']","[9, 1]"
e9351e19-7eab-11ee-8c53-085bd60c6d9e,25,1,0,2023-11-08 21:58:54,Random2,"['A', 'C#']","[9, 1]"
eaf117f0-7eab-11ee-b0e4-085bd60c6d9e,57,9,0,2023-11-08 21:58:55,Random2,"['A', 'C#']","[9, 1]"
ebd6839f-7eab-11ee-9197-085bd60c6d9e,25,9,0,2023-11-08 21:58:57,Random2,"['A', 'C#']","[9, 1]"
ebd6839f-7eab-11ee-9197-085bd60c6d9e,25,1,0,2023-11-08 21:58:58,Random2,"['A', 'C#']","[9, 1]"
7640b589-7ead-11ee-956d-085bd60c6d9e,57,9,0,2023-11-08 22:10:01,Random2,"['A', 'D#']","[9, 3]"
78b2bb37-7ead-11ee-8de8-085bd60c6d9e,75,3,0,2023-11-08 22:10:02,Random2,"['A', 'D#']","[9, 3]"
79734f75-7ead-11ee-bf5a-085bd60c6d9e,69,9,0,2023-11-08 22:10:03,Random2,"['A', 'D#']","[9, 3]"
7a2b8b72-7ead-11ee-8254-085bd60c6d9e,51,3,0,2023-11-08 22:10:07,Random2,"['A', 'D#']","[9, 3]"
7c535408-7ead-11ee-bd3e-085bd60c6d9e,45,9,0,2023-11-08 22:10:08,Random2,"['A', 'D#']","[9, 3]"
7cf96ae1-7ead-11ee-9121-085bd60c6d9e,57,9,0,2023-11-08 22:10:09,Random2,"['A', 'D#']","[9, 3]"
7d8e5db9-7ead-11ee-8202-085bd60c6d9e,51,3,0,2023-11-08 22:10:10,Random2,"['A', 'D#']","[9, 3]"
7e56831e-7ead-11ee-8741-085bd60c6d9e,63,3,0,2023-11-08 22:10:14,Random2,"['A', 'D#']","[9, 3]"
803d9563-7ead-11ee-a77d-085bd60c6d9e,81,9,0,2023-11-08 22:10:16,Random2,"['A', 'D#']","[9, 3]"
81f651ba-7ead-11ee-a613-085bd60c6d9e,63,3,0,2023-11-08 22:10:18,Random2,"['A', 'D#']","[9, 3]"
829ec197-7ead-11ee-999b-085bd60c6d9e,57,9,0,2023-11-08 22:10:19,Random2,"['A', 'D#']","[9, 3]"
83388663-7ead-11ee-837f-085bd60c6d9e,51,3,0,2023-11-08 22:10:22,Random2,"['A', 'D#']","[9, 3]"
85073b21-7ead-11ee-8c87-085bd60c6d9e,51,3,0,2023-11-08 22:10:23,Random2,"['A', 'D#']","[9, 3]"
85999e8d-7ead-11ee-806c-085bd60c6d9e,45,9,0,2023-11-08 22:10:25,Random2,"['A', 'D#']","[9, 3]"
86f2194f-7ead-11ee-9f7a-085bd60c6d9e,45,9,0,2023-11-08 22:10:27,Random2,"['A', 'D#']","[9, 3]"
87f606bb-7ead-11ee-b7e8-085bd60c6d9e,33,9,0,2023-11-08 22:10:28,Random2,"['A', 'D#']","[9, 3]"
88a0fd29-7ead-11ee-932f-085bd60c6d9e,63,3,0,2023-11-08 22:10:29,Random2,"['A', 'D#']","[9, 3]"
8967f370-7ead-11ee-81cf-085bd60c6d9e,57,9,0,2023-11-08 22:10:31,Random2,"['A', 'D#']","[9, 3]"
8d9e7ea4-7ead-11ee-8621-085bd60c6d9e,36,0,0,2023-11-08 22:10:38,Random2,"['A', 'C']","[9, 0]"
8ee1aa5c-7ead-11ee-a3f0-085bd60c6d9e,81,9,0,2023-11-08 22:10:39,Random2,"['A', 'C']","[9, 0]"
8fa5d264-7ead-11ee-bbaa-085bd60c6d9e,60,0,0,2023-11-08 22:10:41,Random2,"['A', 'C']","[9, 0]"
907a1d73-7ead-11ee-9981-085bd60c6d9e,72,0,0,2023-11-08 22:10:43,Random2,"['A', 'C']","[9, 0]"
